380,4.24E-02
384,3.55E-02
388,2.97E-02
392,2.60E-02
396,3.67E-02
400,1.19E-01
404,1.10E-01
408,1.08E-01
412,6.06E-02
416,5.34E-02
420,1.20E-01
424,1.19E-01
428,2.41E-01
432,5.03E-01
436,5.42E-01
440,4.30E-01
444,3.55E-01
448,3.68E-01
452,4.55E-01
456,4.49E-01
460,5.15E-01
464,8.12E-01
468,8.54E-01
472,6.97E-01
476,5.75E-01
480,4.78E-01
484,5.39E-01
488,8.75E-01
492,1.17E+00
496,1.06E+00
500,6.47E-01
504,5.83E-01
508,1.14E+00
512,1.60E+00
516,1.16E+00
520,7.10E-01
524,6.70E-01
528,8.74E-01
532,1.86E+00
536,3.70E+00
540,3.65E+00
544,1.97E+00
548,1.34E+00
552,1.78E+00
556,1.75E+00
560,1.26E+00
564,9.91E-01
568,8.22E-01
572,8.77E-01
576,1.78E+00
580,4.49E+00
584,7.63E+00
588,1.01E+01
592,1.49E+01
596,1.39E+01
600,7.33E+00
604,4.13E+00
608,8.19E+00
612,2.42E+01
616,3.93E+01
620,6.02E+01
624,1.00E+02
628,8.12E+01
632,3.67E+01
636,1.16E+01
640,3.80E+00
644,2.02E+00
648,1.65E+00
652,1.68E+00
656,1.58E+00
660,1.36E+00
664,1.36E+00
668,1.47E+00
672,1.55E+00
676,1.55E+00
680,2.51E+00
684,4.37E+00
688,4.81E+00
692,4.82E+00
696,1.04E+01
700,3.53E+01
704,6.32E+01
708,5.44E+01
712,2.01E+01
716,5.10E+00
720,1.75E+00
724,1.33E+00
728,1.03E+00
732,8.46E-01
736,7.17E-01
740,5.29E-01
744,6.99E-01
748,9.33E-01
752,6.34E-01
756,3.17E-01
760,3.98E-01
764,4.63E-01
768,2.27E-01
772,1.35E-01
776,5.55E-02
780,6.01E-02
